       2014          1          1          0          3          0         53         16          1          1          2         12         12          0          5          4          3
       2014          2          1          0          1          0         26         16          2          1          3         12         12          0          5          4          3
       2014          3          4          0          3          1         59         13          1          1          2         12          0          0          6          2          3
       2014          4          2          0          1          2         56         16          2          1          2         12          9          0          5          4          3
       2014          5          5          0          1          3         74         17          2          1          4         13          0          0          3          3          3
       2014          6          1          0          1          1         56         17          2          1          4         12         12          0          6          4          9
       2014          7          9          0          1          2         63         12          1          1          2         13         13          0          6          9          0
       2014          8          1          0          1          2         34         17          1          1          3         12         12          0          8          3          0
       2014          9          8          0          5          4         37         10          2          1          3         10          0          0          3          2          3
       2014         10          1          0          1          3         30         15          2          3          1         12         12          0          3          3          3
       2014         11          7          0          1          2         43          5          2          3          1          9          0          0          3          8          3
       2014         12          8          0          5          0         56         11          1          1          2          9          0          0          3          5          3
       2014         13          5          0          3          5         69          8          1          1          2         10          0          0          3          1          3
       2014         14          1          0          1          2         40         11          2          1          2         11         11          0          1          1          0
       2014         15          6          0          5          0         25         16          2          1          2         12         12          0          3          3          3
       2014         16          2          0          1          3         56         16          1          1          3         12         11          0          6          3          3
       2014         17          2          0          3          3         51         13          2          3          2          9         12          0          1          2          0
       2014         18          1          0          5          0         46         13          1          1          3         12         12          0          3          3          0
       2014         19          1          0          1          2         51         14          1          1          3         12         11          0          4          3          3
       2014         20          1          0          3          2         39          8          2          3          3          7          6          0          1          5          0
       2014         21          1          0          3          2         30         14          2          2          3         11         11          0          3          2          3
       2014         22          7          0          5          3         36         12          2          1          2         98          0          0          4          3          3
       2014         23          7          0          4          3         42         11          2          1          4          9          0          0          1          3          3
       2014         24          6          0          5          0         38         14          1          3          3         12          0          0          1          2          3
       2014         25          1          0          5          2         38         15          2          1          3         12         12          0          0          2          3
       2014         26          2          0          5          0         28         18          2          2          4          1          0          0          2          1          3
       2014         27          1          0          4          2         35         13          1          1          3         11         11          0          3          3          3
       2014         28          1          0          1          6         57         16          1          1          3         12         12          0          5          4          3
       2014         29          1          0          1          2         50         15          1          1          2         12         12          0          2          4          3
       2014         30          1          0          3          1         54         16          1          1          3         12         12          0          2          3          3
       2014         31          7          0          1          0         99         17          2          1          4         12          0          0          3          3          3
       2014         32          1          0          3          3         61         16          2          1          1         12         12          0          2          2          3
       2014         33          3          0          5          0         54         16          2          1          3         12         13          0          5          4          3
       2014         34          1          0          1          2         47         16          1          1          3         13         13          0          9          3          3
       2014         35          1          0          1          2         53         12          1          3          2         12          0          0          1          3          3
       2014         36          1          0          1          2         37         12          2          2          1         98         11          0          3          1          8
       2014         37          1          0          5          2         38         11          2          3          3         12          8          0          3          2          3
       2014         38          1          0          3          0         31         14          1          1          4         12         12          0          4          3          3
       2014         39          2          0          2          2         69         10          2          1          2         12         98          0          5          3          3
       2014         40          1          0          1          1         35         16          1          1          2         12         12          0          1          4          3
       2014         41          2          0          1          2         61         17          2          1          3         13         13          0          4          4          3
       2014         42          5          0          1          3         80         14          1          1          2         12          0          0          6          2          0
       2014         43          8          0          5          0         59         11          1          1          2         13          0          0          3          2          3
       2014         44          1          0          5          0         26         14          1          1          3         13         12          0          2          3          3
       2014         45          1          0          4          1         50         16          2          1          3         12         12          0          6          4          3
       2014         46          1          0          5          2         43         12          2          2          1         12         12          0          0          2          3
       2014         47          1          0          5          0         30         15          1          1          3         12         12          0          5          3          3
       2014         48          1          0          1          4         59         11          1          1          2         12         12          0          1          3          3
       2014         49          1          0          1          0         32         15          2          1          3         12         12          0          1          3          3
       2014         50          1          0          1          2         32         14          1          3          1         12         12          0          1          2          2
       2014         51          1          0          1          3         52         18          2          1          4         12         12          0          3          4          3
       2014         52          1          0          1          1         42         16          1          1          3         12         12          0          0          4          3
       2014         53          1          0          1          0         29         14          1          3          1         12         12          0          0          2          3
       2014         54          7          0          2          3         81         12          2          1          3         12          0          0          3          4          3
       2014         55          1          0          1          1         51         18          1          3          4         12         12          0          5          4          3
       2014         56          2          0          5          0         24         17          2          2          2          6          2          0          0          2          3
       2014         57          5          0          2          0         63         15          2          1          3          9          0          0          5          1          2
       2014         58          1          0          5          0         44         18          2          1          3         12         12          0          1          3          3
       2014         59          1          0          5          0         56         18          2          1          3         12         12          0          6          4          1
       2014         60          7          0          1          1         43         16          2          3          3         12          0          0          0          4          3
       2014         61          2          0          5          0         51         16          1          1          3         11         11          0          1          2          1
       2014         62          1          0          5          0         32         16          2          3          4         11         11          0          2          2          3
       2014         63          8          0          1          0         47         20          2          3          2         12         12          0          1          3          3
       2014         64          1          0          5          0         47         16          2          3          4         12         12          0          2          4          3
       2014         65          1          0          1          0         34         20          1          3          4         12         12          0          3          4          3
       2014         66          1          0          1          2         69         16          1          1          4         12         12          0          0          4          3
       2014         67          1          0          1          0         65         16          2          1          3         12         12          0          5          5          3
       2014         68          1          0          3          3         57         18          1          1          3         12         12          0          3          4          3
       2014         69          1          0          5          0         24         16          1          1          5         12          0          0          5          2          3
       2014         70          1          0          5          0         32         12          1          1          3         12         11          0          6          3          3
       2014         71          8          0          3          2         51         14          1          1          3         12          0          0          2          2          3
       2014         72          5          0          1          2         66         20          2          1          3         12         12          0          0          3          3
       2014         73          1          0          1          2         51         16          2          1          3         12         12          0          3          3          3
       2014         74          1          0          1          0         27         16          1          1          4         13         13          0          3          4          3
       2014         75          1          0          1          1         39         20          2          1          2         12         12          0          0          4          3
       2014         76          7          0          1          3         41         18          2          3          3         12          0          0          3          4          3
       2014         77          1          0          1          2         54         16          1          1          4         12         12          0          1          4          3
       2014         78          1          0          3          1         58         16          2          1          4         12         12          0          0          5          3
       2014         79          7          0          1          3         43         12          1          3          1         12          0          0          3          2          3
       2014         80          8          0          5          4         55          6          2          3          8         11          0          0          2          2          3
       2014         81          1          0          1          3         51         11          1          3          2          9          8          0          2          2          0
       2014         82          4          0          5          1         40         10          2          3          2          1          0          0          2          2          3
       2014         83          4          0          4          1         35         11          2          2          2          3          0          0          2          1          3
       2014         84          7          0          1          0         43         10          1          3          3          1          0          0          3          2          3
       2014         85          7          0          5          2         36         10          2          2          2         10          0          0          1          2          3
       2014         86          7          0          5          3         30          9          2          3          8          9          0          0          0          3          3
       2014         87          4          0          5          0         56         10          1          2          5          3          0          0          1          2          3
       2014         88          1          0          1          2         41         16          1          2          3         12         12          0          1          3          3
       2014         89          1          0          5          2         25         12          1          1          3         12         12          0          0          3          3
       2014         90          1          0          5          0         48         14          2          2          3         12         12          0          3          3          3
       2014         91          1          0          5          1         45         15          1          1          3         12         12          0          5          4          3
       2014         92          5          0          1          5         72         12          2          2          2         11          0          0          3          2          0
       2014         93          8          0          1          0         27         16          2          2          2         12         12          0          0          4          3
       2014         94          2          0          5          2         24          8          2          1          3         12         10          0          3          5          0
       2014         95          4          0          3          3         40         15          2          3          4         11          0          0          1          1          3
       2014         96          3          0          5          0         26         14          2          2          3         12         12          0          1          2          3
       2014         97          3          0          4          1         28         13          2          3          2          9          0          0          1          2          3
       2014         98          1          0          5          2         37         12          2          2          1         12         10          0          2          2          3
       2014         99          1          0          9          1         99         17          2          2          3         13         13          0          9          3          3
       2014        100          4          0          2          8         62         11          1          2          1         98          0          0          0          1          0
       2014        101          1          0          5          3         43         13          2          2          4         12         12          0          0          4          3
       2014        102          1          0          5          0         32         18          1          1          3         12         12          0          2          4          3
       2014        103          1          0          2          3         65         12          2          2          1         12         12          0          0          1          0
       2014        104          1          0          1          0         32         16          2          1          3         12         12          0          2          3          3
       2014        105          1          0          1          0         51         17          1          1          3         13         13          0          2          3          9
       2014        106          1          0          1          1         41         16          1          1          4         12         12          0          3          4          3
       2014        107          5          0          2          2         81         16          1          1          2         12          0          0          6          3          3
       2014        108          5          0          3          3         74         16          2          1          3         12          0          0          1          2          0
       2014        109          1          0          1          2         42         20          1          1          3         12         12          0          4          4          0
       2014        110          1          0          1          3         45         16          1          1          3         13         13          0          5          3          3
       2014        111          1          0          5          0         23         16          1          2          3         12          0          0          3          4          3
       2014        112          1          0          5          0         26         12          1          3          3         11          9          0          3          2          3
       2014        113          1          0          1          0         29         12          2          3          1         12         12          0          3          3          9
       2014        114          1          0          5          1         28         12          1          3          3         12         11          0          2          3          3
       2014        115          7          0          1          1         60         16          2          1          2         10          0          0          1          2          3
       2014        116          1          0          5          0         35         18          2          1          3         12         12          0          2          4          3
       2014        117          7          0          1          3         38         16          2          3          2         12          0          0          0          3          3
       2014        118          1          0          5          0         30         16          1          3          2         12         12          0          0          4          3
       2014        119          1          0          1          0         44         20          1          3          2         12         12          0          9          4          3
       2014        120          1          0          5          0         58         16          2          1          3         12         12          0          2          3          1
       2014        121          7          0          5          0         41         16          1          1          4          8          0          0          2          3          3
       2014        122          5          0          5          0         61         18          2          1          2         12          0          0          1          3          3
       2014        123          2          0          5          1         56         16          2          1          3         12         11          0          0          3          3
       2014        124          5          0          2          1         79         16          2          1          3         12          0          0          1          3          9
       2014        125          1          0          5          0         32         14          1          1          3         12         12          0          1          4          3
       2014        126          5          0          3          0         68         19          2          1          2         12          0          0          3          3          3
       2014        127          5          0          2          2         89         15          2          1          4         12          0          0          2          4          0
       2014        128          1          0          1          0         38         20          1          3          1         12         12          0          5          5          3
       2014        129          1          0          5          0         29         16          2          2          2         12         12          0          9          3          9
       2014        130          5          0          2          3         77         17          1          2          1         12          0          0          0          3          3
       2014        131          1          0          4          1         47         13          1          2          3         12         11          0          0          4          3
